epoch,loss,lr,perplexity,sparse_categorical_accuracy,val_loss,val_perplexity,val_sparse_categorical_accuracy
0,2.9020700454711914,0.001,19.088390350341797,0.35918402671813965,2.563102960586548,10.978689193725586,0.36882615089416504
1,2.3983349800109863,0.001,8.448623657226562,0.39832013845443726,2.2794060707092285,7.80335807800293,0.4264034032821655
2,2.1950504779815674,0.001,6.766491413116455,0.44989365339279175,2.143094539642334,6.628987789154053,0.47854113578796387
3,2.054208993911743,0.001,5.801180362701416,0.49314191937446594,2.051577091217041,5.989485263824463,0.503889262676239
4,1.9531700611114502,0.001,5.202933311462402,0.5243229269981384,2.005570888519287,5.70277214050293,0.5129188299179077
5,1.8772108554840088,0.001,4.800363063812256,0.5482319593429565,1.9660714864730835,5.411952495574951,0.5272247791290283
6,1.8162163496017456,0.001,4.485439777374268,0.5665347576141357,1.9487749338150024,5.296609878540039,0.5326642990112305
7,1.765081524848938,0.001,4.2508039474487305,0.5832929611206055,1.9366910457611084,5.216449737548828,0.5377774238586426
8,1.723952293395996,0.001,4.0617241859436035,0.5972177386283875,1.9180192947387695,5.104767322540283,0.544984757900238
9,1.6896971464157104,0.001,3.9125165939331055,0.6071279644966125,1.9113142490386963,5.060174942016602,0.5420202612876892
10,1.6600837707519531,0.001,3.790343761444092,0.6161295771598816,1.9048540592193604,5.02665901184082,0.5490915775299072
11,1.6346817016601562,0.001,3.683443784713745,0.6232165098190308,1.9052075147628784,5.0231852531433105,0.5432985424995422
12,1.6124385595321655,0.001,3.592719078063965,0.6301485896110535,1.9039607048034668,5.023041248321533,0.5516753792762756
13,1.592044472694397,0.001,3.5128655433654785,0.6356202363967896,1.901671051979065,4.997049331665039,0.5469701886177063
14,1.5742816925048828,0.001,3.4496984481811523,0.6403549313545227,1.9068678617477417,5.025984287261963,0.545991063117981
15,1.5580757856369019,0.001,3.389982223510742,0.6468495726585388,1.9092727899551392,5.026567459106445,0.5471605658531189
16,1.5423423051834106,0.001,3.331559181213379,0.6501137614250183,1.9109891653060913,5.056650638580322,0.5486836433410645
17,1.527775526046753,0.001,3.2764787673950195,0.6537783145904541,1.908900260925293,5.01780891418457,0.54988032579422
18,1.499934196472168,0.0005,3.1745312213897705,0.6623391509056091,1.9151732921600342,5.047489166259766,0.5503154993057251
19,1.4899296760559082,0.0005,3.140878677368164,0.6656672358512878,1.9169658422470093,5.064340591430664,0.5472421646118164
20,1.482226014137268,0.0005,3.124843120574951,0.6676526665687561,1.917376160621643,5.0658416748046875,0.5480580925941467
21,1.4755586385726929,0.0005,3.093438148498535,0.6697860956192017,1.9180412292480469,5.057108402252197,0.5458551049232483
22,1.4604814052581787,0.00025,3.0438342094421387,0.6743895411491394,1.9192070960998535,5.073020935058594,0.5485748648643494
23,1.4565749168395996,0.00025,3.029222249984741,0.6750457882881165,1.9214283227920532,5.08034610748291,0.5483572483062744
